Song,File_Type,Difficulty,Total_Notes,4th_%,8th_%,12th_%,16th_%,24th_%,32nd_%,64th_%,Other_%,Density_Label
Red. by full metal jacket.sm,.sm,Challenge,751,38.6,36.2,0.0,25.2,0.0,0.0,0.0,0.0,Hard
evas.sm,.sm,Medium,306,37.3,39.2,0.0,20.9,1.3,0.0,1.3,0.0,Hard
evas.sm,.sm,Hard,405,36.5,35.3,0.0,24.7,1.5,0.0,2.0,0.0,Hard
evas.sm,.sm,Challenge,485,31.3,31.5,0.0,33.6,1.2,0.2,2.1,0.0,Challenging
otogelove.sm,.sm,Medium,765,37.6,37.9,4.3,16.9,3.3,0.0,0.0,0.0,Hard
otogelove.sm,.sm,Hard,1067,29.9,30.6,4.3,31.7,3.6,0.0,0.0,0.0,Challenging
otogelove.sm,.sm,Challenge,1210,27.4,27.4,4.9,34.4,4.2,1.6,0.0,0.2,Challenging
ÉAÉ}ÉIÉg.sm,.sm,Medium,406,42.1,38.7,10.6,0.0,8.6,0.0,0.0,0.0,Challenging
ÉAÉ}ÉIÉg.sm,.sm,Hard,464,38.4,36.9,12.1,0.0,12.7,0.0,0.0,0.0,Challenging
ÉAÉ}ÉIÉg.sm,.sm,Challenge,689,26.0,24.8,23.1,0.3,25.0,0.0,0.3,0.6,Challenging
ÉAÉ}ÉIÉg.sm,.sm,Beginner,1269,14.1,13.6,19.2,11.0,19.9,0.0,0.2,22.1,Challenging
mu-tyopa-.sm,.sm,Challenge,978,24.6,21.7,13.5,13.7,9.7,9.1,6.5,1.1,Challenging
ètÇÃóz.sm,.sm,Challenge,665,38.0,36.7,0.0,23.9,0.3,0.0,0.9,0.2,Hard
ètÇÃóz.sm,.sm,Beginner,665,38.0,36.7,0.0,23.9,0.3,0.0,0.9,0.2,Hard
ètÇÃóz.sm,.sm,Easy,1240,20.4,19.0,0.6,15.5,0.9,26.9,15.4,1.3,Challenging
Aisaika.sm,.sm,Medium,445,60.4,39.1,0.0,0.0,0.0,0.2,0.2,0.0,Hard
Aisaika.sm,.sm,Hard,654,45.0,39.4,0.0,15.3,0.0,0.2,0.2,0.0,Hard
Aisaika.sm,.sm,Challenge,758,38.8,37.2,0.0,23.7,0.0,0.1,0.1,0.0,Hard
MeltyMoment.sm,.sm,Hard,406,64.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,Easy
MeltyMoment.sm,.sm,Challenge,464,57.3,34.9,0.0,7.8,0.0,0.0,0.0,0.0,Easy
Rolling StarÅôúc.sm,.sm,Medium,452,42.3,47.8,0.2,9.5,0.2,0.0,0.0,0.0,Hard
Rolling StarÅôúc.sm,.sm,Hard,724,33.7,35.8,0.0,30.5,0.0,0.0,0.0,0.0,Challenging
Rolling StarÅôúc.sm,.sm,Challenge,790,31.1,33.0,0.6,33.2,0.6,0.6,0.8,0.0,Challenging
Lilith.sm,.sm,Medium,304,63.2,32.6,0.0,3.6,0.3,0.0,0.0,0.3,Hard
Lilith.sm,.sm,Hard,586,40.3,29.9,0.0,29.5,0.2,0.0,0.0,0.2,Hard
Lilith.sm,.sm,Challenge,736,33.3,28.1,0.0,38.3,0.1,0.0,0.0,0.1,Challenging
sigure.sm,.sm,Challenge,1002,33.7,31.3,5.4,22.1,5.2,1.9,0.0,0.4,Challenging
rockRollEx.sm,.sm,Medium,725,37.5,38.1,1.1,21.7,1.4,0.0,0.0,0.3,Hard
rockRollEx.sm,.sm,Challenge,900,30.7,31.0,0.9,36.1,1.1,0.0,0.0,0.2,Challenging
ÉâÉuÉâÉuÅôà§èÓêÈåæ.sm,.sm,Hard,522,53.4,39.3,0.0,7.3,0.0,0.0,0.0,0.0,Easy
ÉâÉuÉâÉuÅôà§èÓêÈåæ.sm,.sm,Challenge,730,39.7,35.5,1.1,22.6,1.1,0.0,0.0,0.0,Hard
ÉâÉuÉâÉuÅôà§èÓêÈåæ.sm,.sm,Medium,455,57.6,41.3,0.0,1.1,0.0,0.0,0.0,0.0,Easy
Star feat.Gameloid.sm,.sm,Medium,502,56.4,38.4,0.8,4.4,0.0,0.0,0.0,0.0,Easy
Star feat.Gameloid.sm,.sm,Hard,571,51.8,42.2,0.4,5.6,0.0,0.0,0.0,0.0,Easy
Star feat.Gameloid.sm,.sm,Challenge,616,48.4,45.0,0.3,6.3,0.0,0.0,0.0,0.0,Easy
SennoHatou.sm,.sm,Medium,545,37.2,36.1,0.4,25.9,0.4,0.0,0.0,0.0,Hard
SennoHatou.sm,.sm,Hard,619,33.4,32.6,0.3,31.7,0.3,1.6,0.0,0.0,Challenging
SennoHatou.sm,.sm,Challenge,753,27.5,27.2,0.4,38.9,0.4,3.5,2.1,0.0,Challenging
franmusicroom.sm,.sm,Medium,738,56.1,27.0,14.6,2.3,0.0,0.0,0.0,0.0,Easy
franmusicroom.sm,.sm,Hard,1304,33.4,29.4,8.4,28.6,0.2,0.0,0.0,0.0,Hard
franmusicroom.sm,.sm,Challenge,1423,30.6,26.8,7.9,34.6,0.0,0.0,0.0,0.0,Challenging
dansyakuDictionary.sm,.sm,Challenge,616,51.3,36.4,2.6,7.1,2.6,0.0,0.0,0.0,Hard
â‘ë©.sm,.sm,Challenge,810,28.1,29.1,0.0,42.7,0.0,0.0,0.0,0.0,Challenging
â‘ë©.sm,.sm,Medium,407,52.1,47.9,0.0,0.0,0.0,0.0,0.0,0.0,Easy
â‘ë©.sm,.sm,Hard,574,38.9,35.4,0.0,25.8,0.0,0.0,0.0,0.0,Hard
èIññÇÃÉtÉâÉNÉ^Éã.sm,.sm,Medium,306,47.4,51.0,0.0,0.7,0.0,0.3,0.7,0.0,Hard
èIññÇÃÉtÉâÉNÉ^Éã.sm,.sm,Hard,614,41.0,42.0,1.6,10.9,1.6,0.5,2.3,0.0,Hard
èIññÇÃÉtÉâÉNÉ^Éã.sm,.sm,Challenge,1041,27.8,27.4,1.6,35.5,1.6,3.7,2.3,0.0,Challenging
Princess Roki.sm,.sm,Medium,390,51.0,36.7,1.0,10.3,1.0,0.0,0.0,0.0,Hard
Princess Roki.sm,.sm,Hard,450,44.4,34.7,1.8,17.1,1.8,0.0,0.2,0.0,Hard
Princess Roki.sm,.sm,Challenge,615,34.6,32.4,6.0,20.8,6.0,0.0,0.2,0.0,Challenging
ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.sm,.sm,Medium,408,76.0,0.5,23.3,0.2,0.0,0.0,0.0,0.0,Medium
ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.sm,.sm,Hard,597,64.0,1.0,33.7,0.8,0.5,0.0,0.0,0.0,Hard
ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.sm,.sm,Challenge,668,58.5,2.2,35.0,3.1,1.0,0.0,0.0,0.0,Hard
ÇÕÇ»É}ÉãÉbÅI.sm,.sm,Challenge,694,30.3,26.7,1.7,36.7,0.0,4.6,0.0,0.0,Challenging
ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.sm,.sm,Medium,296,57.4,39.9,0.0,2.4,0.0,0.0,0.3,0.0,Hard
ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.sm,.sm,Hard,493,40.8,35.3,0.6,22.3,0.8,0.0,0.2,0.0,Hard
ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.sm,.sm,Challenge,632,32.9,34.5,0.6,30.5,1.1,0.0,0.2,0.2,Challenging
In The Ruins.sm,.sm,Medium,350,62.3,34.3,0.0,3.4,0.0,0.0,0.0,0.0,Easy
In The Ruins.sm,.sm,Hard,654,36.5,35.5,0.0,27.4,0.0,0.6,0.0,0.0,Hard
In The Ruins.sm,.sm,Challenge,787,30.5,29.5,0.4,38.8,0.4,0.5,0.0,0.0,Challenging
Focus love.sm,.sm,Medium,483,47.8,48.0,0.0,4.1,0.0,0.0,0.0,0.0,Easy
Focus love.sm,.sm,Hard,485,47.8,48.0,0.0,4.1,0.0,0.0,0.0,0.0,Easy
Focus love.sm,.sm,Challenge,490,47.3,47.6,0.0,5.1,0.0,0.0,0.0,0.0,Easy
"Pure Love, True Love.sm",.sm,Hard,358,47.5,41.1,0.0,11.5,0.0,0.0,0.0,0.0,Hard
"Pure Love, True Love.sm",.sm,Challenge,643,29.2,29.1,0.0,41.7,0.0,0.0,0.0,0.0,Challenging
Twinkle Star Sweetie Star.sm,.sm,Medium,325,48.6,36.9,0.0,14.5,0.0,0.0,0.0,0.0,Hard
Twinkle Star Sweetie Star.sm,.sm,Hard,414,43.5,40.6,0.0,15.7,0.0,0.0,0.2,0.0,Hard
Twinkle Star Sweetie Star.sm,.sm,Challenge,680,28.1,27.4,0.0,43.2,0.0,1.2,0.1,0.0,Challenging
HEAT-BIT-HIT-BEAT.sm,.sm,Medium,591,53.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,Easy
HEAT-BIT-HIT-BEAT.sm,.sm,Hard,622,50.5,44.2,0.0,5.3,0.0,0.0,0.0,0.0,Easy
HEAT-BIT-HIT-BEAT.sm,.sm,Challenge,623,50.4,44.1,0.0,5.5,0.0,0.0,0.0,0.0,Easy
ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.sm,.sm,Medium,391,65.0,30.7,0.5,3.8,0.0,0.0,0.0,0.0,Easy
ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.sm,.sm,Hard,617,49.9,42.3,1.0,6.2,0.6,0.0,0.0,0.0,Hard
ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.sm,.sm,Challenge,739,45.6,42.4,1.9,9.6,0.5,0.0,0.0,0.0,Hard
Mynarco.sm,.sm,Medium,582,50.7,42.4,0.0,6.9,0.0,0.0,0.0,0.0,Easy
Mynarco.sm,.sm,Hard,778,39.8,38.8,0.0,21.3,0.0,0.0,0.0,0.0,Hard
Mynarco.sm,.sm,Challenge,909,34.1,33.2,0.0,32.7,0.0,0.0,0.0,0.0,Challenging
Mynarco.sm,.sm,Beginner,1034,30.0,29.2,0.0,40.8,0.0,0.0,0.0,0.0,Challenging
Eternal Recurrence.sm,.sm,Medium,553,41.4,34.9,0.0,23.7,0.0,0.0,0.0,0.0,Hard
Eternal Recurrence.sm,.sm,Hard,669,34.5,32.4,0.3,29.3,0.3,1.9,1.2,0.0,Hard
Eternal Recurrence.sm,.sm,Challenge,805,30.4,29.7,0.2,35.8,0.2,3.1,0.5,0.0,Challenging
Eternal Recurrence.sm,.sm,Beginner,874,28.0,27.5,0.2,39.8,0.2,3.8,0.5,0.0,Challenging
Ç“Ç©Ç“Ç©Ç®êØÇ≥Ç‹.sm,.sm,Challenge,564,27.5,29.4,2.3,36.3,2.3,2.1,0.0,0.0,Challenging
Ç“Ç©Ç“Ç©Ç®êØÇ≥Ç‹.sm,.sm,Medium,360,36.7,33.6,0.0,27.5,0.0,2.2,0.0,0.0,Hard
Ç“Ç©Ç“Ç©Ç®êØÇ≥Ç‹.sm,.sm,Hard,476,31.3,31.1,0.0,35.1,0.0,2.5,0.0,0.0,Challenging
LoveSh.sm,.sm,Medium,427,50.4,37.2,0.0,11.9,0.0,0.5,0.0,0.0,Hard
LoveSh.sm,.sm,Hard,631,37.1,32.6,1.0,27.4,1.0,1.0,0.0,0.0,Hard
LoveSh.sm,.sm,Challenge,886,28.2,28.1,0.7,41.6,0.7,0.7,0.0,0.0,Challenging
Clover Day's.sm,.sm,Medium,687,53.9,41.0,0.1,1.2,0.6,1.2,1.9,0.1,Hard
Clover Day's.sm,.sm,Hard,786,52.2,40.5,0.3,3.7,0.6,1.0,1.7,0.1,Hard
Clover Day's.sm,.sm,Challenge,935,45.2,40.9,0.2,10.8,0.5,0.9,1.4,0.1,Hard
Clover Day's.sm,.sm,Beginner,958,44.2,39.9,0.2,12.9,0.5,0.8,1.4,0.1,Hard
Raison D'etre.sm,.sm,Medium,629,46.7,45.6,0.0,7.6,0.0,0.0,0.0,0.0,Easy
Raison D'etre.sm,.sm,Hard,867,38.8,38.1,0.0,23.2,0.0,0.0,0.0,0.0,Hard
Raison D'etre.sm,.sm,Challenge,1189,28.5,27.8,0.0,43.7,0.0,0.0,0.0,0.0,Challenging
WirelessCosmic.sm,.sm,Hard,760,34.2,39.5,0.0,23.2,0.0,3.2,0.0,0.0,Hard
WirelessCosmic.sm,.sm,Challenge,1078,27.0,29.4,0.7,38.4,0.7,3.7,0.0,0.0,Challenging
WirelessCosmic.sm,.sm,Medium,979,29.2,32.0,0.0,36.2,0.0,2.6,0.1,0.0,Challenging
WirelessCosmic.sm,.sm,Beginner,1323,24.7,24.8,1.8,45.0,1.8,1.8,0.0,0.0,Challenging
WirelessCosmic.sm,.sm,Easy,694,39.0,44.2,0.0,13.3,0.0,3.5,0.0,0.0,Hard
äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.sm,.sm,Medium,287,46.3,38.7,2.1,12.9,0.0,0.0,0.0,0.0,Hard
äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.sm,.sm,Hard,398,40.7,34.7,2.3,22.4,0.0,0.0,0.0,0.0,Hard
äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.sm,.sm,Challenge,654,29.2,26.6,5.2,32.1,4.4,0.0,0.0,2.4,Challenging
LOVE LOVE WARS.sm,.sm,Hard,501,35.7,35.9,1.2,26.1,0.4,0.2,0.4,0.0,Hard
LOVE LOVE WARS.sm,.sm,Challenge,606,30.7,32.2,2.5,29.4,1.8,2.1,0.3,1.0,Hard
sprine.sm,.sm,Medium,516,48.4,44.0,0.0,6.2,0.0,1.0,0.4,0.0,Hard
sprine.sm,.sm,Hard,641,44.5,42.6,2.2,6.9,2.2,0.8,0.3,0.6,Hard
sprine.sm,.sm,Challenge,857,33.7,32.9,4.3,20.3,4.2,2.3,1.4,0.8,Challenging
chilblain.sm,.sm,Medium,429,80.2,19.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
chilblain.sm,.sm,Hard,509,67.8,28.9,0.2,2.9,0.2,0.0,0.0,0.0,Hard
chilblain.sm,.sm,Challenge,561,61.5,30.8,0.2,7.3,0.2,0.0,0.0,0.0,Hard
ÉAÉIÉ]ÉâÉtÉ@ÉCÉeÉBÉìÉO.sm,.sm,Challenge,1380,23.8,23.9,4.6,41.5,4.6,1.4,0.0,0.0,Challenging
ÉAÉIÉ]ÉâÉtÉ@ÉCÉeÉBÉìÉO.sm,.sm,Medium,589,49.6,47.7,1.0,1.0,0.7,0.0,0.0,0.0,Hard
ÉAÉIÉ]ÉâÉtÉ@ÉCÉeÉBÉìÉO.sm,.sm,Hard,1331,24.7,24.7,1.2,46.7,1.2,1.5,0.0,0.0,Challenging
óˆÇ∑ÇÈêXÇÃfaily tale.sm,.sm,Medium,329,52.6,45.3,0.0,1.8,0.0,0.0,0.3,0.0,Hard
óˆÇ∑ÇÈêXÇÃfaily tale.sm,.sm,Hard,561,48.0,46.0,0.0,5.3,0.0,0.0,0.7,0.0,Hard
óˆÇ∑ÇÈêXÇÃfaily tale.sm,.sm,Challenge,629,45.2,43.9,0.0,10.0,0.0,0.0,1.0,0.0,Hard
ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.sm,.sm,Challenge,843,24.7,26.1,6.4,33.6,6.4,2.8,0.0,0.0,Challenging
ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.sm,.sm,Medium,470,37.9,43.4,0.0,18.7,0.0,0.0,0.0,0.0,Hard
ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.sm,.sm,Hard,542,33.0,39.3,0.0,27.7,0.0,0.0,0.0,0.0,Hard
Little My Star.sm,.sm,Medium,345,66.1,33.9,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Little My Star.sm,.sm,Hard,518,56.6,40.9,1.9,0.6,0.0,0.0,0.0,0.0,Easy
Little My Star.sm,.sm,Challenge,591,49.7,44.8,2.5,2.7,0.2,0.0,0.0,0.0,Hard
Scarlet.sm,.sm,Medium,294,47.3,48.3,0.0,4.4,0.0,0.0,0.0,0.0,Easy
Scarlet.sm,.sm,Hard,386,39.1,39.1,0.0,21.2,0.0,0.5,0.0,0.0,Hard
Scarlet.sm,.sm,Challenge,556,32.9,32.7,0.0,33.6,0.2,0.4,0.0,0.2,Challenging
LOVELIVE LOST.sm,.sm,Medium,701,42.9,34.2,7.3,15.5,0.0,0.0,0.0,0.0,Hard
LOVELIVE LOST.sm,.sm,Hard,820,37.7,32.7,6.5,22.4,0.0,0.5,0.2,0.0,Hard
LOVELIVE LOST.sm,.sm,Challenge,967,36.7,31.0,6.0,25.3,0.0,0.7,0.2,0.0,Hard
ÉqÉ~ÉcÉmÉ~ÉâÉC.sm,.sm,Medium,294,62.9,36.4,0.0,0.7,0.0,0.0,0.0,0.0,Easy
ÉqÉ~ÉcÉmÉ~ÉâÉC.sm,.sm,Hard,547,41.7,39.9,1.8,14.1,1.8,0.7,0.0,0.0,Hard
ÉqÉ~ÉcÉmÉ~ÉâÉC.sm,.sm,Challenge,772,29.9,29.0,1.3,36.9,1.3,1.6,0.0,0.0,Challenging
ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI.sm,.sm,Hard,638,45.6,44.0,0.0,10.2,0.0,0.2,0.0,0.0,Hard
ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI.sm,.sm,Challenge,647,45.1,43.4,0.0,11.1,0.0,0.3,0.0,0.0,Hard
START.sm,.sm,Medium,310,38.4,45.8,0.0,15.8,0.0,0.0,0.0,0.0,Hard
START.sm,.sm,Hard,508,31.5,37.0,0.0,31.5,0.0,0.0,0.0,0.0,Challenging
START.sm,.sm,Challenge,625,26.2,30.9,2.9,29.4,2.9,4.5,0.0,3.2,Challenging
Aci-L.sm,.sm,Challenge,1223,28.5,25.4,0.0,46.1,0.0,0.0,0.0,0.0,Challenging
Aci-L.sm,.sm,Beginner,1239,28.1,25.1,0.0,46.8,0.0,0.0,0.0,0.0,Challenging
â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.sm,.sm,Challenge,1595,28.8,28.7,0.1,41.3,0.2,0.5,0.6,0.0,Challenging
â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.sm,.sm,Easy,422,65.9,33.9,0.0,0.0,0.0,0.0,0.2,0.0,Hard
â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.sm,.sm,Medium,980,46.4,33.4,0.1,19.7,0.3,0.0,0.1,0.0,Hard
â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.sm,.sm,Hard,1307,35.0,35.0,0.1,29.5,0.2,0.0,0.1,0.0,Hard
basic.sm,.sm,Medium,339,44.8,51.3,0.0,3.8,0.0,0.0,0.0,0.0,Easy
basic.sm,.sm,Hard,378,45.0,47.9,0.0,7.1,0.0,0.0,0.0,0.0,Easy
basic.sm,.sm,Challenge,543,37.2,39.8,0.4,22.3,0.4,0.0,0.0,0.0,Hard
basic.sm,.sm,Edit,633,32.9,35.1,0.6,28.9,0.8,1.7,0.0,0.0,Hard
MAYBE ROSY KISS.sm,.sm,Medium,348,45.1,46.3,0.0,8.6,0.0,0.0,0.0,0.0,Easy
MAYBE ROSY KISS.sm,.sm,Hard,443,43.3,43.1,0.0,13.5,0.0,0.0,0.0,0.0,Hard
MAYBE ROSY KISS.sm,.sm,Challenge,503,41.2,43.7,0.0,15.1,0.0,0.0,0.0,0.0,Hard
gogoloveyou.sm,.sm,Medium,410,59.5,40.5,0.0,0.0,0.0,0.0,0.0,0.0,Easy
gogoloveyou.sm,.sm,Hard,503,53.5,40.8,0.0,5.8,0.0,0.0,0.0,0.0,Easy
gogoloveyou.sm,.sm,Challenge,522,51.7,42.7,0.0,5.6,0.0,0.0,0.0,0.0,Easy
zuttomiraimo.sm,.sm,Hard,536,48.5,46.5,0.0,5.0,0.0,0.0,0.0,0.0,Easy
zuttomiraimo.sm,.sm,Challenge,1266,26.0,25.9,10.1,27.6,10.1,0.2,0.0,0.0,Challenging
åNÇ…ìÕÇ≠Ç‹Ç≈.sm,.sm,Challenge,929,37.2,35.3,0.0,27.0,0.0,0.4,0.0,0.0,Hard
åNÇ…ìÕÇ≠Ç‹Ç≈.sm,.sm,Medium,370,59.7,32.7,0.0,7.6,0.0,0.0,0.0,0.0,Easy
åNÇ…ìÕÇ≠Ç‹Ç≈.sm,.sm,Hard,572,50.9,39.2,0.0,10.0,0.0,0.0,0.0,0.0,Easy
guruÅáguru.sm,.sm,Challenge,1439,29.6,27.4,1.9,36.1,1.9,2.9,0.0,0.0,Challenging
guruÅáguru.sm,.sm,Medium,728,50.4,39.1,0.0,10.4,0.0,0.0,0.0,0.0,Hard
guruÅáguru.sm,.sm,Hard,1214,34.5,32.1,0.0,33.4,0.0,0.0,0.0,0.0,Challenging
Symphonic Love All Star.sm,.sm,Hard,594,35.9,31.1,0.7,31.6,0.7,0.0,0.0,0.0,Challenging
Symphonic Love All Star.sm,.sm,Challenge,772,28.6,28.4,0.3,42.0,0.3,0.0,0.0,0.5,Challenging
îÈñßédä_ÇØÇÃApple.sm,.sm,Medium,405,41.2,43.0,2.7,8.9,2.7,1.2,0.2,0.0,Hard
îÈñßédä_ÇØÇÃApple.sm,.sm,Hard,569,44.3,43.9,2.1,6.5,2.8,0.2,0.2,0.0,Hard
îÈñßédä_ÇØÇÃApple.sm,.sm,Challenge,897,29.2,28.9,2.1,37.3,2.2,0.1,0.1,0.0,Challenging
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Hard,1054,37.1,35.5,0.8,26.7,0.0,0.0,0.0,0.0,Hard
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Challenge,1205,32.5,31.0,0.7,35.8,0.0,0.0,0.0,0.0,Challenging
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Beginner,1413,27.7,26.5,7.4,31.6,6.8,0.0,0.0,0.0,Challenging
iÇâÇ´Ç»Ç≥Ç¢.sm,.sm,Medium,357,38.1,57.1,3.9,0.8,0.0,0.0,0.0,0.0,Easy
iÇâÇ´Ç»Ç≥Ç¢.sm,.sm,Hard,492,38.4,45.3,2.8,10.6,2.8,0.0,0.0,0.0,Hard
iÇâÇ´Ç»Ç≥Ç¢.sm,.sm,Challenge,787,27.6,28.8,7.9,21.2,7.9,0.8,0.5,5.3,Challenging
óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.sm,.sm,Medium,401,50.4,30.7,0.0,17.7,0.0,0.0,1.2,0.0,Hard
óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.sm,.sm,Hard,683,34.8,32.1,1.6,29.3,1.6,0.0,0.6,0.0,Hard
óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.sm,.sm,Challenge,883,27.5,27.1,3.9,30.7,3.9,2.2,1.5,3.4,Challenging
basic.sm,.sm,Medium,328,54.0,45.1,0.0,0.9,0.0,0.0,0.0,0.0,Easy
basic.sm,.sm,Hard,448,48.7,48.4,0.0,2.9,0.0,0.0,0.0,0.0,Easy
basic.sm,.sm,Challenge,748,33.7,33.3,0.0,30.3,0.0,2.7,0.0,0.0,Challenging
VAMPIRE FLOWERS.sm,.sm,Challenge,871,36.2,36.4,0.0,27.4,0.0,0.0,0.0,0.0,Hard
VAMPIRE FLOWERS.sm,.sm,Beginner,999,31.8,32.0,0.0,35.5,0.0,0.6,0.0,0.0,Challenging
koiseyootome.sm,.sm,Medium,354,68.1,27.7,0.6,2.5,0.0,1.1,0.0,0.0,Hard
koiseyootome.sm,.sm,Hard,502,56.8,38.4,0.4,3.6,0.0,0.8,0.0,0.0,Hard
koiseyootome.sm,.sm,Challenge,888,34.1,32.4,1.4,17.0,1.1,12.6,1.4,0.0,Challenging
Piece of Time.sm,.sm,Challenge,1455,22.3,22.1,7.2,35.3,7.1,0.8,0.0,5.1,Challenging
Piece of Time.sm,.sm,Medium,506,52.8,40.3,1.2,4.2,0.2,0.0,0.0,1.4,Hard
Piece of Time.sm,.sm,Hard,1135,27.4,26.5,2.5,34.3,2.5,6.9,0.0,0.0,Challenging
ìVãÛÇÃïó.sm,.sm,Medium,247,65.6,27.5,1.6,5.3,0.0,0.0,0.0,0.0,Easy
ìVãÛÇÃïó.sm,.sm,Hard,379,47.5,40.4,1.1,11.1,0.0,0.0,0.0,0.0,Hard
ìVãÛÇÃïó.sm,.sm,Challenge,498,38.4,31.9,0.8,28.9,0.0,0.0,0.0,0.0,Hard
rensen.sm,.sm,Medium,471,38.0,45.0,0.0,17.0,0.0,0.0,0.0,0.0,Hard
rensen.sm,.sm,Hard,573,36.3,38.2,0.0,25.5,0.0,0.0,0.0,0.0,Hard
rensen.sm,.sm,Challenge,636,33.5,34.4,0.0,32.1,0.0,0.0,0.0,0.0,Challenging
DebackKyariban.sm,.sm,Medium,412,44.2,41.7,0.0,14.1,0.0,0.0,0.0,0.0,Hard
DebackKyariban.sm,.sm,Hard,489,42.7,39.3,0.4,17.2,0.4,0.0,0.0,0.0,Hard
DebackKyariban.sm,.sm,Challenge,559,38.6,36.0,2.1,20.8,2.1,0.0,0.4,0.0,Hard
yoake.sm,.sm,Hard,1066,27.4,26.2,0.0,46.4,0.0,0.0,0.0,0.0,Challenging
yoake.sm,.sm,Challenge,1194,24.6,24.6,0.2,46.8,0.2,3.6,0.0,0.0,Challenging
yoake.sm,.sm,Beginner,1196,24.6,24.6,0.2,46.8,0.2,3.7,0.0,0.0,Challenging
koakuma.sm,.sm,Medium,445,68.1,27.9,0.0,4.0,0.0,0.0,0.0,0.0,Easy
koakuma.sm,.sm,Hard,631,49.0,40.3,0.0,10.8,0.0,0.0,0.0,0.0,Hard
koakuma.sm,.sm,Challenge,720,43.1,36.2,0.1,20.4,0.1,0.0,0.0,0.0,Hard
Precious Wing.sm,.sm,Hard,494,47.4,49.0,0.0,3.6,0.0,0.0,0.0,0.0,Easy
Precious Wing.sm,.sm,Challenge,739,32.9,32.7,0.0,32.7,0.0,0.5,1.1,0.0,Challenging
koisakumirai.sm,.sm,Medium,770,36.0,33.1,0.0,30.9,0.0,0.0,0.0,0.0,Challenging
koisakumirai.sm,.sm,Hard,866,32.1,32.3,0.0,35.6,0.0,0.0,0.0,0.0,Challenging
koisakumirai.sm,.sm,Challenge,955,29.2,29.5,0.0,41.3,0.0,0.0,0.0,0.0,Challenging
basic.sm,.sm,Hard,418,40.4,32.1,7.7,19.9,0.0,0.0,0.0,0.0,Hard
basic.sm,.sm,Challenge,813,23.4,24.7,9.5,27.2,9.6,5.7,0.0,0.0,Challenging
Cherry My Heart.sm,.sm,Hard,472,41.7,39.2,0.0,18.6,0.2,0.0,0.0,0.2,Hard
Cherry My Heart.sm,.sm,Challenge,695,31.1,30.5,0.0,38.1,0.1,0.0,0.0,0.1,Challenging
ÉXÉgÉåÉCÉgÉVÅ[Év.sm,.sm,Medium,282,48.2,51.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ÉXÉgÉåÉCÉgÉVÅ[Év.sm,.sm,Hard,470,50.9,49.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ÉXÉgÉåÉCÉgÉVÅ[Év.sm,.sm,Challenge,764,34.4,34.7,0.5,29.8,0.5,0.0,0.0,0.0,Hard
Mo!No!.sm,.sm,Challenge,409,52.3,40.6,0.0,7.1,0.0,0.0,0.0,0.0,Easy
